obs,sdf_2020_f,unrest,pop,male,v_age,income,region,sdf_2016_f,sdf_2024_f
Yes,37.26619641,1,11320,0.485774922,19,3,West,49.10835738,38.28619641
Yes,46.98689938,0,3983,0.517999715,46,3,West,43.66477507,48.00689938
Yes,58.97335227,0,12783,0.521392897,41,5,Eastern Islands,49.72693944,59.99335227
Yes,69.91220771,0,4414,0.508972602,63,3,Eastern Islands,56.64281783,70.93220771
Yes,57.15107892,0,10547,0.509371907,26,2,Northern Rim,55.97166796,58.17107892
Yes,51.75452772,0,12467,0.517592987,27,2,Northern Rim,44.14032615,52.77452772
Yes,46.90461487,0,8576,0.480707321,28,3,West,53.27970762,47.92461487
Yes,58.71081183,0,15564,0.49942663,48,4,Eastern Islands,63.93216557,59.73081183
Yes,68.35209685,0,10020,0.505557811,55,4,Northern Rim,46.3471808,69.37209685
Yes,62.55131617,0,11388,0.510035125,67,4,Eastern Islands,59.78854783,63.57131617
Yes,39.3779691,0,13816,0.487030021,39,3,Northern Rim,58.98617151,40.3979691
Yes,54.34235765,0,3425,0.493200418,41,4,Eastern Islands,44.61173285,55.36235765
Yes,55.98750239,0,8305,0.482109868,47,4,Northern Rim,45.27690416,57.00750239
Yes,50.45220516,0,12582,0.498751492,21,4,Eastern Islands,46.50155125,51.47220516
Yes,50.59907627,0,9479,0.53458527,42,3,West,47.76266059,51.61907627
Yes,49.06057356,0,5206,0.498571599,59,4,Eastern Islands,45.12308733,50.08057356
Yes,62.21556229,0,13836,0.521728017,41,2,Eastern Islands,46.21408725,63.23556229
Yes,55.54475173,0,7839,0.47968421,39,3,West,46.26316592,56.56475173
Yes,56.48137066,0,19527,0.539946159,37,4,Eastern Islands,47.26294995,57.50137066
Yes,43.40014638,0,12178,0.471993214,18,3,Northern Rim,48.30079727,44.42014638
Yes,51.53888411,0,3112,0.499706233,47,4,West,43.73754125,52.55888411
Yes,43.77623145,0,9704,0.521449871,27,4,West,40.06870057,44.79623145
Yes,60.5514157,0,10479,0.495777607,68,3,Northern Rim,52.41398883,61.5714157
Yes,53.56968991,0,5557,0.475814838,52,3,Northern Rim,49.66523232,54.58968991
Yes,52.53719518,0,11822,0.546617789,38,2,Eastern Islands,50.91367518,53.55719518
Yes,50.09627169,0,16658,0.509959506,39,4,West,31.27049091,51.11627169
Yes,58.000604,0,6667,0.561896181,30,3,West,49.53155231,59.020604
Yes,58.91616045,0,9471,0.499757056,29,3,West,48.17986041,59.93616045
Yes,41.35363733,0,11558,0.503486576,34,2,Eastern Islands,42.16817279,42.37363733
Yes,48.23952117,0,11982,0.535168545,57,6,Northern Rim,58.05471416,49.25952117
Yes,53.17873863,1,5741,0.546112116,33,5,Eastern Islands,54.09972881,54.19873863
Yes,42.84528235,0,8936,0.507199096,33,3,West,36.09780221,43.86528235
Yes,47.14507633,0,18091,0.508010834,24,2,Northern Rim,48.42272012,48.16507633
Yes,48.56718434,0,6835,0.480022596,29,4,West,46.60447105,49.58718434
Yes,53.01104941,0,2254,0.514254449,37,2,West,40.12380963,54.03104941
Yes,53.21664358,0,20033,0.517060944,19,4,Eastern Islands,51.19673311,54.23664358
Yes,56.54600794,0,15911,0.476508111,61,6,West,49.2639041,57.56600794
Yes,39.57373489,0,11373,0.511970412,46,5,West,53.99820451,40.59373489
Yes,52.65501051,0,3949,0.522522659,55,5,Eastern Islands,41.80634944,53.67501051
Yes,49.76621435,0,11641,0.516911684,38,5,West,60.72507629,50.78621435
Yes,45.45974297,0,8780,0.495910343,52,3,Eastern Islands,45.89954134,46.47974297
Yes,38.01424205,1,8715,0.479482246,18,3,West,47.31129152,39.03424205
Yes,41.54210401,0,13565,0.503321967,18,4,West,43.73357833,42.56210401
Yes,47.60225041,0,12209,0.510534698,50,4,Northern Rim,52.57560435,48.62225041
Yes,40.75412283,0,9604,0.503419401,44,3,Eastern Islands,38.75428543,41.77412283
Yes,50.28932153,0,13779,0.529792463,45,3,West,59.68643696,51.30932153
Yes,45.54019633,0,11177,0.507457866,55,4,West,51.69667128,46.56019633
Yes,44.23027009,0,7274,0.503126257,18,4,West,46.01315903,45.25027009
Yes,48.65562833,0,12225,0.519971118,38,5,West,40.39513611,49.67562833
Yes,41.85066003,0,13067,0.52615613,72,6,West,41.62174789,42.87066003
Yes,51.97305942,0,15932,0.505824721,29,2,West,52.74280368,52.99305942
Yes,58.98792518,0,10852,0.506484983,60,4,Eastern Islands,41.43948854,60.00792518
Yes,48.26400752,0,14518,0.517441329,60,5,Eastern Islands,61.99387588,49.28400752
Yes,52.21972862,0,10066,0.52684377,59,2,West,40.38421417,53.23972862
Yes,56.13764013,0,14603,0.488906031,43,5,West,40.15069784,57.15764013
Yes,38.95436299,0,13926,0.510652484,55,3,West,55.33519217,39.97436299
Yes,46.27456603,0,14194,0.535803045,38,4,Northern Rim,35.95163431,47.29456603
Yes,53.39001498,0,13184,0.512240129,53,2,Northern Rim,42.71153631,54.41001498
Yes,39.09527021,0,10247,0.487762412,61,2,Northern Rim,49.93101775,40.11527021
Yes,50.84935868,0,13201,0.515380558,19,5,Northern Rim,44.97729486,51.86935868
Yes,44.2030988,0,8107,0.512222592,33,3,West,35.53619354,45.2230988
Yes,50.10368233,0,9783,0.507555197,51,6,Northern Rim,48.49910504,51.12368233
Yes,41.3347928,0,13085,0.516514701,70,3,West,46.9655274,42.3547928
Yes,50.03861042,0,12031,0.538823906,59,5,Northern Rim,45.04419896,51.05861042
Yes,44.38661655,0,9194,0.482518885,18,4,West,47.34359707,45.40661655
Yes,60.34979771,0,11901,0.506847791,26,2,Eastern Islands,44.23104669,61.36979771
Yes,47.69742558,0,11994,0.528983841,19,3,Eastern Islands,52.72251726,48.71742558
Yes,64.54259718,0,6614,0.513143144,25,3,Eastern Islands,39.4371604,65.56259718
Yes,61.63172993,0,16737,0.549573244,46,4,Eastern Islands,44.9934151,62.65172993
Yes,58.06101455,0,11214,0.490666239,38,4,Eastern Islands,51.72122785,59.08101455
Yes,42.73833687,0,6844,0.533850621,47,2,West,40.12620772,43.75833687
Yes,50.69036539,0,5075,0.472882269,55,3,Eastern Islands,48.83025007,51.71036539
Yes,50.57415877,0,9705,0.516163077,37,5,Northern Rim,43.06682526,51.59415877
Yes,45.35546866,0,5475,0.463564813,30,3,West,58.3250785,46.37546866
Yes,55.29217788,0,8239,0.51717339,21,5,Northern Rim,56.06009853,56.31217788
Yes,50.29446856,0,8728,0.53154934,50,4,Northern Rim,37.08392319,51.31446856
Yes,58.11993929,0,7207,0.528624936,38,3,West,50.63199571,59.13993929
Yes,53.00798225,0,11748,0.489374813,37,4,West,48.15751118,54.02798225
Yes,54.28436735,0,5151,0.521078641,43,3,Eastern Islands,35.4338477,55.30436735
Yes,55.51769362,0,7191,0.487736206,43,4,West,55.30256076,56.53769362
Yes,60.2729926,0,8712,0.536481231,33,5,West,45.91492959,61.2929926
Yes,45.53331336,0,16109,0.512359495,30,3,Eastern Islands,44.69566474,46.55331336
Yes,48.00835828,0,5527,0.487896566,65,5,Eastern Islands,42.84103681,49.02835828
Yes,54.99670343,0,12499,0.511175316,53,3,Northern Rim,42.40091353,56.01670343
Yes,48.41386521,0,18919,0.483850551,47,2,Eastern Islands,54.16463601,49.43386521
Yes,54.62773465,0,11599,0.535337001,43,3,Eastern Islands,61.06385973,55.64773465
Yes,50.70870297,0,8489,0.476180942,22,3,West,50.32656487,51.72870297
Yes,53.45042821,0,14649,0.507334973,57,3,West,41.47281031,54.47042821
Yes,49.61023992,0,6334,0.475299938,61,2,Eastern Islands,45.58482509,50.63023992
Yes,56.74087578,0,12245,0.494269188,61,4,West,44.45808158,57.76087578
Yes,59.98784925,0,7629,0.519765192,25,4,Northern Rim,43.91848982,61.00784925
Yes,44.97739348,0,12329,0.492907567,66,3,Eastern Islands,51.12411246,45.99739348
Yes,69.99966754,0,2123,0.519470109,48,4,West,36.052369,71.01966754
Yes,63.49556772,0,14325,0.523344494,61,3,West,44.07496052,64.51556772
Yes,59.20698302,0,7030,0.527900706,60,3,Northern Rim,53.31577718,60.22698302
Yes,39.16118809,0,13633,0.515779659,18,4,Northern Rim,53.76687866,40.18118809
Yes,43.92433848,0,11313,0.488916737,46,2,Eastern Islands,36.74600074,44.94433848
Yes,51.31976276,0,4124,0.470445409,47,4,Northern Rim,53.51704617,52.33976276
Yes,57.78991844,0,9589,0.507235178,40,4,West,45.29503446,58.80991844
Yes,43.21386422,0,13166,0.530861821,26,2,Eastern Islands,53.70450512,44.23386422
Yes,48.44048447,0,9515,0.531300878,62,5,West,55.3271375,49.46048447
Yes,47.88308616,0,6542,0.528187568,41,3,West,34.81897788,48.90308616
Yes,63.81973918,0,5704,0.512322754,18,4,Northern Rim,41.49280598,64.83973918
Yes,46.89673571,0,20108,0.50565774,30,4,Northern Rim,43.91620482,47.91673571
Yes,57.86472209,0,7390,0.521003232,29,2,Northern Rim,62.08256114,58.88472209
Yes,45.32030033,0,11906,0.508025815,29,4,Eastern Islands,49.06508597,46.34030033
Yes,55.92981454,0,10886,0.522069768,32,5,West,43.49280242,56.94981454
Yes,42.47450759,0,15043,0.491001914,41,3,West,58.01270609,43.49450759
Yes,54.72898465,0,8990,0.524349553,29,3,Northern Rim,55.64056355,55.74898465
Yes,45.09334132,0,13857,0.481523528,20,3,Northern Rim,33.59019492,46.11334132
Yes,45.56162223,0,7568,0.540453665,30,3,Eastern Islands,27.22634632,46.58162223
Yes,64.62880649,0,8859,0.515397201,46,4,Northern Rim,50.38378189,65.64880649
Yes,48.16450699,0,4932,0.52337933,74,4,West,47.41728012,49.18450699
Yes,47.44192487,0,8735,0.526972305,36,3,Northern Rim,45.2342201,48.46192487
Yes,56.64196959,0,4084,0.456383973,34,3,West,48.01231729,57.66196959
Yes,51.26266296,0,12383,0.560480126,29,3,Northern Rim,55.88068525,52.28266296
Yes,43.09764094,0,15265,0.493044528,19,3,Northern Rim,54.95155342,44.11764094
Yes,39.02698565,0,13815,0.484437927,65,4,Northern Rim,41.45272308,40.04698565
Yes,55.32175729,0,10449,0.506086741,29,3,West,38.84509329,56.34175729
Yes,66.17926805,0,4556,0.495789202,32,4,Northern Rim,51.97181139,67.19926805
Yes,56.2820302,0,6878,0.542455959,26,4,Northern Rim,42.42829232,57.3020302
Yes,43.47126567,0,8008,0.489867951,32,3,Eastern Islands,47.85424163,44.49126567
Yes,45.00659894,0,15927,0.533835494,23,3,Northern Rim,43.19352115,46.02659894
Yes,57.68547917,0,10781,0.486809498,47,3,Northern Rim,36.99542313,58.70547917
Yes,47.3943072,0,12666,0.491201361,28,4,Northern Rim,51.12603539,48.4143072
Yes,51.52921865,0,4009,0.500046606,45,2,West,49.26370676,52.54921865
Yes,47.7092022,0,7475,0.544071337,32,5,Northern Rim,44.20725792,48.7292022
Yes,50.42262397,0,7653,0.533566766,29,3,Eastern Islands,42.28959923,51.44262397
Yes,46.02145011,0,12103,0.474772757,31,3,Northern Rim,53.75823073,47.04145011
Yes,45.43088197,0,9409,0.512386025,42,3,Northern Rim,49.53064436,46.45088197
Yes,56.1821326,0,14409,0.517402085,18,4,West,54.40020329,57.2021326
Yes,54.71408995,0,8006,0.517662041,64,3,Eastern Islands,44.45925081,55.73408995
Yes,43.33854862,0,11328,0.496970566,37,4,West,30.62935657,44.35854862
Yes,48.05876051,0,8740,0.509321733,32,3,Northern Rim,41.55296864,49.07876051
Yes,48.25306383,0,9888,0.478696513,73,3,Eastern Islands,48.519575,49.27306383
Yes,47.43515346,0,10759,0.535863817,45,3,Northern Rim,50.24190312,48.45515346
Yes,52.23095675,0,10391,0.509061936,18,3,Northern Rim,45.00731759,53.25095675
Yes,67.7113542,0,3911,0.517728726,60,4,Northern Rim,37.09031102,68.7313542
Yes,32.31252301,0,9908,0.478420187,26,3,Northern Rim,47.75053039,33.33252301
Yes,57.36190018,0,12240,0.492208845,24,3,Northern Rim,52.78042679,58.38190018
Yes,43.63783564,0,10925,0.504037461,42,4,Northern Rim,48.2589367,44.65783564
Yes,65.35261311,0,16259,0.492856688,35,3,West,47.67568286,66.37261311
Yes,40.0094146,0,13698,0.530988431,68,1,West,53.22798567,41.0294146
Yes,38.04449882,0,11310,0.521306409,46,4,Eastern Islands,54.23335118,39.06449882
Yes,58.04148507,0,11673,0.535473881,51,4,Northern Rim,42.36424437,59.06148507
Yes,72.13199676,0,12385,0.513115316,45,2,Eastern Islands,44.98325269,73.15199676
Yes,54.62049525,0,9999,0.504644596,64,3,Northern Rim,57.00755196,55.64049525
Yes,54.78409061,0,2281,0.556826932,37,4,Northern Rim,51.90096012,55.80409061
Yes,50.9038377,0,8691,0.513201599,62,4,Northern Rim,39.86456254,51.9238377
Yes,43.73553892,0,3584,0.522699224,58,4,Eastern Islands,54.118354,44.75553892
Yes,42.7818764,0,8310,0.491970495,35,4,Northern Rim,47.58440124,43.8018764
Yes,55.83079277,0,9963,0.527031956,47,3,West,40.7622179,56.85079277
Yes,37.73556366,0,12647,0.487184273,50,4,Northern Rim,48.25938161,38.75556366
Yes,60.07250266,0,9570,0.519562629,47,3,Eastern Islands,34.93154897,61.09250266
Yes,51.01368513,0,16098,0.514249422,41,3,West,47.00031615,52.03368513
Yes,37.61920244,0,10720,0.506386155,35,4,Eastern Islands,45.63231719,38.63920244
Yes,51.06213828,0,8033,0.480473712,18,5,Northern Rim,48.51913858,52.08213828
Yes,51.42824311,0,16672,0.522094047,42,4,Eastern Islands,58.77318884,52.44824311
Yes,34.62926641,0,16115,0.521175818,40,3,Eastern Islands,34.8497811,35.64926641
Yes,56.51887712,0,10216,0.503409516,46,3,Northern Rim,47.60741922,57.53887712
Yes,49.91821483,0,2791,0.506362544,34,4,Northern Rim,60.61539782,50.93821483
Yes,30.19886395,0,8028,0.500353873,49,5,Northern Rim,45.12338821,31.21886395
Yes,48.38305784,0,1102,0.490989602,58,6,West,51.88214205,49.40305784
Yes,55.75226083,0,7151,0.504365049,38,3,Northern Rim,49.88033051,56.77226083
Yes,55.37352412,0,13447,0.520135374,37,5,Northern Rim,41.71032077,56.39352412
Yes,68.90010555,0,11017,0.519551591,63,5,West,34.37347562,69.92010555
Yes,33.83120927,0,5210,0.514058541,45,4,Northern Rim,43.69846825,34.85120927
Yes,61.75650994,0,7664,0.516599091,56,1,West,52.60493268,62.77650994
Yes,46.48139445,0,11495,0.529486468,45,4,Eastern Islands,34.81947712,47.50139445
Yes,50.09159625,0,11319,0.484266822,18,3,West,37.65545549,51.11159625
Yes,53.44883552,0,16161,0.494869091,53,4,West,46.0238712,54.46883552
Yes,47.80647967,0,10446,0.504312458,37,5,Eastern Islands,55.21664005,48.82647967
Yes,56.26093628,0,10482,0.496835574,49,3,Eastern Islands,42.21703002,57.28093628
Yes,48.05744376,0,11255,0.51241145,47,3,West,42.35445608,49.07744376
Yes,60.26332328,0,9339,0.471773094,45,4,Eastern Islands,40.41385278,61.28332328
Yes,59.54690152,0,10883,0.521495875,49,4,West,57.00324395,60.56690152
Yes,41.83923436,0,4735,0.505414702,40,4,West,44.339849,42.85923436
Yes,53.79834268,1,13373,0.51274439,30,5,Eastern Islands,49.68517219,54.81834268
Yes,50.30330897,0,12115,0.511845624,31,2,Eastern Islands,40.65167427,51.32330897
Yes,46.76037454,0,9778,0.497218857,39,3,Northern Rim,33.23130343,47.78037454
Yes,41.87992415,0,4025,0.489003027,18,3,West,55.93219069,42.89992415
Yes,62.44507445,0,14456,0.515317159,43,4,West,43.82327679,63.46507445
Yes,54.03167045,0,11189,0.484354847,20,3,Northern Rim,40.27505326,55.05167045
Yes,54.66570334,0,17115,0.518195427,68,4,Northern Rim,47.50767197,55.68570334
Yes,45.41270656,0,16879,0.50148592,18,4,West,41.1552721,46.43270656
Yes,42.09549461,0,10985,0.510249037,33,5,Eastern Islands,34.72460247,43.11549461
Yes,49.39863394,0,15775,0.534580218,45,3,West,45.18618786,50.41863394
Yes,54.77521375,0,6781,0.474892881,42,4,Northern Rim,49.47172156,55.79521375
Yes,56.04689849,0,10883,0.507230303,37,4,Northern Rim,47.2148807,57.06689849
Yes,61.91289331,0,12791,0.503052338,40,4,West,37.85253305,62.93289331
Yes,53.82121977,0,7140,0.498097108,47,4,Eastern Islands,46.15014283,54.84121977
Yes,62.21180031,0,4131,0.502920908,31,4,Eastern Islands,53.41799957,63.23180031
Yes,49.50265294,0,2015,0.521615483,28,5,West,51.26318225,50.52265294
Yes,55.5230219,0,4103,0.50341852,23,4,Northern Rim,43.72891985,56.5430219
Yes,50.51625495,0,9773,0.493813588,49,4,Northern Rim,45.17133539,51.53625495
Yes,36.3004464,0,10919,0.500165935,53,3,Northern Rim,23.31496317,37.3204464
Yes,47.07993745,0,10408,0.546314967,57,3,West,47.31112477,48.09993745
Yes,61.2411748,0,13845,0.529393877,34,4,Eastern Islands,56.25145541,62.2611748
Yes,44.11572475,0,14657,0.527399475,39,5,West,28.04441544,45.13572475
Yes,56.75115912,0,11850,0.510593158,18,3,Northern Rim,40.23023192,57.77115912
Yes,51.18094554,0,6480,0.517803718,56,4,Eastern Islands,42.74564303,52.20094554
Yes,53.88292455,0,13067,0.510064474,68,4,West,38.21089402,54.90292455
Yes,38.881635,0,16164,0.48484204,43,4,Eastern Islands,46.1201422,39.901635
Yes,62.1785302,0,11512,0.536593476,40,3,Eastern Islands,52.9925675,63.1985302
Yes,35.69843178,0,2686,0.49318514,49,5,Eastern Islands,56.21811153,36.71843178
Yes,44.79346918,0,14844,0.543725439,35,3,West,51.7375427,45.81346918
Yes,57.075896,0,8027,0.496652479,48,4,Eastern Islands,52.48561817,58.095896
Yes,54.36340446,0,11607,0.504200211,44,3,West,43.31940391,55.38340446
Yes,51.30118017,0,13791,0.547493433,43,5,Northern Rim,50.93006358,52.32118017
Yes,57.53854115,0,10064,0.519004183,63,5,Northern Rim,49.97001882,58.55854115
Yes,48.712875,0,11395,0.542087328,19,4,Northern Rim,42.8122619,49.732875
Yes,45.37013207,0,12339,0.526666682,42,2,Northern Rim,55.90932226,46.39013207
Yes,49.43904596,0,19253,0.558984582,61,1,Eastern Islands,54.86588469,50.45904596
Yes,51.38418069,0,7451,0.489403361,44,1,Eastern Islands,49.06871457,52.40418069
Yes,55.92149026,0,11771,0.523270329,38,4,West,46.74316633,56.94149026
Yes,64.33125733,0,8721,0.512487248,54,4,Eastern Islands,37.38502646,65.35125733
Yes,61.71412346,0,5143,0.532817613,24,3,West,50.25161604,62.73412346
Yes,54.18219323,0,13078,0.515914585,38,5,Northern Rim,53.18660475,55.20219323
Yes,39.50494611,0,5086,0.504716934,32,5,West,47.73134395,40.52494611
Yes,70.98584906,0,16306,0.491693377,51,4,Northern Rim,48.48297487,72.00584906
Yes,38.90905255,0,8644,0.530939132,29,1,Eastern Islands,46.64717244,39.92905255
Yes,48.79329245,0,13915,0.505829821,19,4,Eastern Islands,40.4281103,49.81329245
Yes,39.21427337,0,15861,0.500044119,18,3,Eastern Islands,50.81300078,40.23427337
Yes,50.15265349,0,5011,0.529530449,43,6,Eastern Islands,45.4306903,51.17265349
Yes,50.95502941,0,11291,0.496898361,41,3,Northern Rim,35.50298499,51.97502941
Yes,51.15471863,0,8711,0.504174017,18,2,West,33.30256876,52.17471863
Yes,64.78943034,0,18927,0.518196512,77,4,West,38.89362729,65.80943034
Yes,49.3171338,0,14395,0.500115163,49,6,Eastern Islands,32.80444011,50.3371338
Yes,46.54619216,0,7229,0.462689738,62,3,Eastern Islands,44.46077317,47.56619216
Yes,52.83915947,0,11368,0.524632619,53,4,Eastern Islands,45.28912226,53.85915947
Yes,74.3879562,0,7148,0.509752366,57,4,Eastern Islands,50.38193155,75.4079562
Yes,49.78227231,0,16939,0.517632461,46,4,Eastern Islands,50.90418208,50.80227231
Yes,47.30935758,0,15388,0.525477752,29,3,Northern Rim,37.32511319,48.32935758
Yes,57.28325706,0,11097,0.495900085,48,5,West,37.27754554,58.30325706
Yes,62.15587817,0,15304,0.52922106,57,4,Eastern Islands,55.5784409,63.17587817
Yes,48.21279444,0,9691,0.506989088,67,4,Eastern Islands,42.74486876,49.23279444
Yes,51.89775841,0,9249,0.523319938,56,3,Northern Rim,43.1079462,52.91775841
Yes,52.28038853,0,10772,0.521869152,33,4,Northern Rim,51.19742041,53.30038853
Yes,43.99922806,0,5755,0.488745962,51,5,Northern Rim,49.80094163,45.01922806
Yes,57.36699833,0,4280,0.507991649,18,4,Northern Rim,43.98543752,58.38699833
Yes,53.90027025,0,12287,0.494843923,63,3,Northern Rim,47.95872592,54.92027025
Yes,58.38299052,0,20231,0.50004862,18,4,Northern Rim,58.84997604,59.40299052
Yes,47.61820119,0,12456,0.509317833,51,5,Northern Rim,37.70795174,48.63820119
Yes,44.54364525,0,4896,0.53386954,25,4,Northern Rim,42.6098381,45.56364525
Yes,47.70277422,0,11175,0.519005506,80,3,Northern Rim,52.86198058,48.72277422
Yes,58.53730978,0,10747,0.500363632,18,4,Eastern Islands,39.89239157,59.55730978
Yes,55.120341,0,17623,0.559179136,63,2,West,40.22154668,56.140341
Yes,57.10357146,0,13772,0.498654584,42,4,Northern Rim,61.46343885,58.12357146
Yes,52.66980238,0,7270,0.51446067,51,2,Eastern Islands,51.14924515,53.68980238
Yes,47.9982532,0,11367,0.508258375,36,2,Northern Rim,47.28930093,49.0182532
Yes,49.93587836,0,9551,0.472348924,56,3,West,42.26967861,50.95587836
Yes,56.40273608,0,7824,0.512544144,65,1,Eastern Islands,51.27065515,57.42273608
Yes,47.82325816,0,10391,0.543634681,55,5,West,60.86706694,48.84325816
Yes,62.33501773,0,5224,0.523424019,46,3,Northern Rim,47.15523435,63.35501773
Yes,50.11715789,0,11433,0.540581493,34,3,West,47.02759086,51.13715789
Yes,48.69409831,0,15820,0.503877675,44,4,Northern Rim,47.38678618,49.71409831
Yes,45.0814331,0,10901,0.54522552,42,3,West,41.78335674,46.1014331
Yes,50.0735267,0,915,0.502783578,25,4,West,39.24968744,51.0935267
Yes,56.60139301,0,8721,0.508855468,23,1,Eastern Islands,29.24782469,57.62139301
Yes,48.72352134,0,12412,0.524822583,38,2,West,36.48132872,49.74352134
Yes,48.82369709,0,3890,0.50543947,53,3,Eastern Islands,44.46447647,49.84369709
Yes,58.56271388,0,7842,0.46527543,43,3,Eastern Islands,45.41495718,59.58271388
Yes,42.93200131,0,10392,0.47601413,41,4,West,54.5709895,43.95200131
